,employer,link,location,position_title,salary,excel,python,r,java,c,c++,matlab,sas,sql,tableau,hadoop,spark,power bi,tensorflow,keras,pytorch,theano,caffe,communication,problem solving,project management,consulting,presentation,leadership,documentation,marketing,lead,time management,collaborate,organize
773,Intellex Systems Group,https://job-openings.monster.ca/business-analyst-toronto-on-ca-intellex-systems-group/221415233,"Toronto, ON",Business Analyst,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,Randstad,https://job-openings.monster.ca/programmer-developer-net-level-3-toronto-on-ca-randstad/221723251,"Toronto, ON",Programmer/Developer (.Net) - Level 3,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,Eagle Professional Resources,https://job-openings.monster.ca/healthcare-information-security-architect-vancouver-bc-ca-eagle-professional-resources/221709206,"Vancouver, BC",Healthcare Information Security Architect,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,Procom,https://job-openings.monster.ca/enterprise-integration-system-analyst-burnaby-bc-ca-procom/221702159,"Burnaby, BC",Enterprise Integration System Analyst,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
777,Randstad,https://job-openings.monster.ca/office-support-london-on-ca-randstad/221726667,"London, ON",Office Support,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
778,Randstad,https://job-openings.monster.ca/intergrated-logistics-support-ils-analyst-permanent-etobicoke-etobicoke-on-ca-randstad/221724368,"Etobicoke, ON",Intergrated Logistics Support (ILS) Analyst- Permanent- Etobicoke,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
779,Eagle Professional Resources Inc,https://job-openings.monster.ca/systems-analyst-toronto-gta-on-ca-eagle-professional-resources-inc/221727350,"Toronto/GTA, ON",Systems Analyst,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,Procom,https://job-openings.monster.ca/q-a-tester-3-ottawa-on-ca-procom/221724049,"Ottawa, ON",Q/A Tester 3,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
781,Eagle Professional Resources,https://job-openings.monster.ca/business-analyst-level-2-ottawa-on-ca-eagle-professional-resources/221709205,"Ottawa, ON",Business Analyst  Level 2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,TalentBurst Inc,https://job-openings.monster.ca/associate-project-manager-toronto-79026-toronto-on-ca-talentburst-inc/221668942,"Toronto, ON",Associate Project Manager. - Toronto #79026,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,Randstad,https://job-openings.monster.ca/bilingual-call-center-agent-english-spanish-work-from-home-winnipeg-mb-ca-randstad/221664666,"Winnipeg, MB",Bilingual Call Center Agent (English/Spanish) - Work from Home,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
784,Randstad,https://job-openings.monster.ca/fund-administrator-toronto-on-ca-randstad/221691694,"Toronto, ON",Fund Administrator,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,Procom,https://job-openings.monster.ca/product-quality-engineer-ottawa-on-ca-procom/221681103,"Ottawa, ON",Product Quality Engineer,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
786,Randstad,https://job-openings.monster.ca/bilingual-call-centre-agent-brossard-37487-brossard-qc-ca-randstad/221688671,"Brossard, QC",Bilingual Call Centre Agent - Brossard 37487,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,Procom,https://job-openings.monster.ca/security-analyst-it-spécialiste-en-sécurité-it-montréal-qc-ca-procom/221692577,"Montréal, QC",Security Analyst IT / Spécialiste en sécurité IT,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
788,TalentBurst Inc,https://job-openings.monster.ca/noc-analyst-on-ca-talentburst-inc/221668938,ON,NOC Analyst,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
789,Procom,https://job-openings.monster.ca/business-intelligence-analyst-toronto-on-ca-procom/221693657,"Toronto, ON",Business Intelligence Analyst,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,Randstad,https://job-openings.monster.ca/security-analyst-l2-–-soc-markham-on-ca-randstad/221689237,"Markham, ON",Security Analyst / L2 – SOC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
791,Randstad,https://job-openings.monster.ca/accounting-clerk-saint-laurent-qc-ca-randstad/221690176,"Saint-Laurent, QC",Accounting Clerk,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,Randstad,https://job-openings.monster.ca/system-administrator-guelph-on-ca-randstad/221693915,"Guelph, ON",System Administrator,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
793,TAL Group Inc,https://job-openings.monster.ca/full-stack-mern-developer-toronto-on-ca-tal-group-inc/221680240,"Toronto, ON",Full Stack MERN Developer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,Randstad,https://job-openings.monster.ca/actuarial-analyst-markham-on-ca-randstad/221698444,"Markham, ON",Actuarial Analyst,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,Eagle Professional Resources,https://job-openings.monster.ca/project-manager-tracking-reporting-regina-sk-ca-eagle-professional-resources/221671343,"Regina, SK",Project Manager (Tracking and Reporting),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,Procom,https://job-openings.monster.ca/it-security-analyst-–-secure-coding-practices-toronto-on-ca-procom/221686110,"Toronto, ON",IT Security Analyst – Secure Coding Practices,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
797,Randstad,https://job-openings.monster.ca/game-engine-developer-unreal-1752-montreal-qc-ca-randstad/221696910,"Montreal, QC",Game Engine Developer (Unreal) - 1752,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
798,Randstad,https://job-openings.monster.ca/fullstack-php-developer-toronto-toronto-on-ca-randstad/221691796,"Toronto, ON","Fullstack PHP Developer, Toronto",,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
799,Intellex Systems Group,https://job-openings.monster.ca/informatica-etl-developer-toronto-on-ca-intellex-systems-group/221512213,"Toronto, ON",Informatica ETL Developer,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
800,TAL Group Inc,https://job-openings.monster.ca/senior-react-front-end-developer-toronto-on-ca-tal-group-inc/221680244,"Toronto, ON",Senior React Front end Developer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
801,Randstad,https://job-openings.monster.ca/security-consultant-threat-risk-assessment-remote-halifax-ns-ca-randstad/221690809,"Halifax, NS",Security Consultant - Threat Risk Assessment - REMOTE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,Eagle Professional Resources Inc,https://job-openings.monster.ca/programmer-developer-toronto-gta-on-ca-eagle-professional-resources-inc/221691660,"Toronto/GTA, ON",Programmer/Developer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
803,Procom,https://job-openings.monster.ca/senior-net-developer-–-dynamics-crm-mississauga-on-ca-procom/221698000,"Mississauga, ON",Senior .Net Developer – Dynamics CRM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
804,Randstad,https://job-openings.monster.ca/architecte-de-solutions-montreal-qc-ca-randstad/221690003,"Montreal, QC",Architecte de solutions,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
805,Collabera Canada Inc.,https://job-openings.monster.ca/design-verification-engineer-markham-on-ca-collabera-canada-inc/221691662,"Markham, ON",Design Verification Engineer,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,Procom,https://job-openings.monster.ca/project-control-officer-project-financials-toronto-on-ca-procom/221690563,"Toronto, ON","Project Control Officer, Project Financials",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
807,Randstad,https://job-openings.monster.ca/architecte-de-solutions-montreal-qc-ca-randstad/221695258,"Montreal, QC",Architecte de solutions,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,TalentBurst Inc,https://job-openings.monster.ca/back-end-engineer-community-support-platform-montreal-qc-ca-talentburst-inc/221668932,"Montreal, QC","Back-End Engineer, Community Support Platform",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
809,Procom,https://job-openings.monster.ca/msp-program-manager-contingent-workforce-calgary-ab-ca-procom/221686111,"Calgary, AB",MSP Program Manager (Contingent Workforce),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
810,"Modis, Inc.",https://job-openings.monster.ca/software-qa-specialist-analyst-ottawa-on-ca-modis-inc/221690280,"Ottawa, ON",Software QA Specialist/Analyst,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,Procom,https://job-openings.monster.ca/servicenow-developer-oakville-on-ca-procom/221694414,"Oakville, ON",ServiceNow Developer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
812,Randstad,https://job-openings.monster.ca/customer-service-representative-saint-laurent-qc-ca-randstad/221693748,"Saint-Laurent, QC",Customer Service Representative,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,Randstad,https://job-openings.monster.ca/programmer-developer-etl-level-3-toronto-on-ca-randstad/221685542,"Toronto, ON",Programmer/Developer (ETL) - Level 3,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
814,Randstad,https://job-openings.monster.ca/resp-automatisation-tests-montreal-qc-ca-randstad/221694529,"Montreal, QC",Resp. automatisation tests,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,Randstad,https://job-openings.monster.ca/service-officer-remote-saint-john-37450-saint-john-nb-ca-randstad/221689958,"Saint John, NB",Service Officer (Remote) - Saint John 37450,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,Eagle Professional Resources Inc,https://job-openings.monster.ca/business-analyst-level-2-ottawa-gatineau-on-ca-eagle-professional-resources-inc/221682068,"Ottawa/Gatineau, ON",Business Analyst  Level 2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,Eagle Professional Resources Inc,https://job-openings.monster.ca/healthcare-information-security-architect-vancouver-bc-ca-eagle-professional-resources-inc/221695859,"Vancouver, BC",Healthcare Information Security Architect,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,Randstad,https://job-openings.monster.ca/sea-air-logistics-analyst-vancouver-bc-ca-randstad/221698254,"Vancouver, BC",Sea-Air Logistics Analyst,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
819,Randstad,https://job-openings.monster.ca/civil-cad-drafter-whitby-on-ca-randstad/221659705,"Whitby, ON",Civil CAD Drafter,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
820,Procom,https://job-openings.monster.ca/business-systems-analyst-pam-ottawa-on-ca-procom/221623792,"Ottawa, ON",Business Systems Analyst (PAM),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,Hays,https://job-openings.monster.ca/reception-brampton-on-ca-hays/221627554,"Brampton, ON",Reception,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,Procom,https://job-openings.monster.ca/bilingual-business-analyst-–-information-security-control-toronto-on-ca-procom/221623797,"Toronto, ON",Bilingual Business Analyst – Information Security Control,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
823,Procom,https://job-openings.monster.ca/spécialiste-en-analytiques-web-intermédiaire-québec-qc-ca-procom/221611384,"Québec, QC",Spécialiste en analytiques web intermédiaire,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
824,Hays,https://job-openings.monster.ca/parts-technician-regina-sk-regina-sk-ca-hays/221632810,"Regina, SK","Parts Technician (Regina, SK)",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
825,Procom,https://job-openings.monster.ca/software-engineer-mississauga-on-ca-procom/221635252,"Mississauga, ON",Software Engineer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,Scout Talent,https://job-openings.monster.ca/admin-assistant-social-media-vancouver-bc-ca-scout-talent/221564966,"Vancouver, BC",Admin Assistant (Social Media),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
827,Randstad,https://job-openings.monster.ca/ad-ops-specialist-montreal-qc-ca-randstad/221629795,"Montreal, QC",Ad Ops specialist,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
828,Randstad,https://job-openings.monster.ca/développeur-expert-laser-montreal-qc-ca-randstad/221628109,"Montreal, QC",Développeur expert Laser,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,Randstad,https://job-openings.monster.ca/payroll-implementation-adp-montreal-qc-ca-randstad/221630046,"Montreal, QC",Payroll Implementation ADP,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
830,Eagle Professional Resources Inc,https://job-openings.monster.ca/programmer-developer-toronto-gta-on-ca-eagle-professional-resources-inc/221633068,"Toronto/GTA, ON",Programmer/Developer,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
831,Procom,https://job-openings.monster.ca/automation-test-lead-–-selenium-testng-toronto-on-ca-procom/221632414,"Toronto, ON","Automation Test Lead – Selenium, testNG",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
832,T.E.S. Employment Solution,https://job-openings.monster.ca/java-developer-montreal-qc-ca-t-e-s-employment-solution/221634779,"MONTREAL, QC",Java Developer,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,Eagle Professional Resources Inc,https://job-openings.monster.ca/etl-developer-powerbi-vancouver-ab-ca-eagle-professional-resources-inc/221631623,"Vancouver, AB",ETL Developer - PowerBI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,Randstad,https://job-openings.monster.ca/inspector-packer-laval-qc-ca-randstad/221633744,"Laval, QC",Inspector-packer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,Randstad,https://job-openings.monster.ca/order-entry-mississauga-on-ca-randstad/221629102,"Mississauga, ON",Order Entry,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
836,Eagle Professional Resources,https://job-openings.monster.ca/security-analyst-intermediate-ottawa-on-ca-eagle-professional-resources/221607033,"Ottawa, ON",Security Analyst Intermediate,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,Procom,https://job-openings.monster.ca/senior-digital-integration-lead-esb-surrey-bc-ca-procom/221639351,"Surrey, BC",Senior Digital Integration Lead (ESB),,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
838,Procom,https://job-openings.monster.ca/senior-etl-developer-toronto-on-ca-procom/221633745,"Toronto, ON",Senior ETL Developer,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
839,Eagle Professional Resources Inc,https://job-openings.monster.ca/programmer-developer-toronto-gta-on-ca-eagle-professional-resources-inc/221627867,"Toronto/GTA, ON",Programmer/Developer,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,Eagle Professional Resources Inc,https://job-openings.monster.ca/senior-front-end-application-developer-toronto-gta-on-ca-eagle-professional-resources-inc/221611235,"Toronto/GTA, ON",Senior Front End & Application Developer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,Procom,https://job-openings.monster.ca/gestionnaire-de-produit-product-owner-po-bi-numérique-montréal-qc-ca-procom/221626947,"Montréal, QC",Gestionnaire de Produit (Product Owner (PO)) - BI/Numérique,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
842,Procom,https://job-openings.monster.ca/security-control-audit-specialist-toronto-on-ca-procom/221612817,"Toronto, ON",Security Control & Audit Specialist,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
