,company,job_description,job_title,job_url,location,salary
489,Aerotek,"descriptioncurrently hiring for welders/fitters in the hamilton as well as st. catharines area. these are full time long term positions with ample opportunity for overtime. all shifts are straight days no rotating.  perfect fit candidates have:  - fcaw, mcaw, or smaw welding in all position, overhead and vertical - full fabrication role including welding and fitting - welding and fitting stainless steel - welding and fitting aluminum - experience working at heights and in confined spaces - experience mobilizing, inspecting, assembling, and demobolizing work areas  a propos d'aerotek:  notre monde nous tient a cur. reconnu best of staffing md par nos clients et le talent que nous recrutons, aerotekmd inc. se distingue comme chef de file du recrutement et en de la dotation de personnel grace a sa grande comprehension des liens entre le talent et les affaires. etant donne qu'aerotek est un partenaire strategique de plus de 18 000 clients et 300 000 employes contractuels chaque annee, son approche axee sur les gens lui permet d'offrir un avantage concurrentiel a ses clients et des emplois gratifiants a ses employes contractuels. aerotek, dont le siege social est a hanover, au maryland, exploite un reseau de plus de 250 bureaux non franchises, comptant plus de 8 000 employes internes devoues a servir nos clients. aerotek est une societe en exploitation d'allegis group, un fournisseur multinational de solutions en matiere de talent. pour en savoir davantage, consultez le site aerotek.com/fr-ca.  about aerotek:  we know that a company's success starts with its employees. we also know that an individual's success starts with the right career opportunity. as a best of staffing client and talent leader, aerotek's people-focused approach yields competitive advantage for our clients and rewarding careers for our contract employees. since 1983, aerotek has grown to become a leader in recruiting and staffing services. with more than 250 non-franchised offices, aerotek's 8,000 internal employees serve more than 300,000 contract employees and 18,000 clients every year. aerotek is an allegis group company, the global leader in talent solutions. learn more at aerotek.com.  location:  hamilton, canada posting id:  7376362 pay rate:  the company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.",Welder/Fitter,https://job-openings.monster.ca/welder-fitter-hamilton-ca-aerotek/cc2a04ba-ea2c-4e0c-bab5-5a139c7e3e47,Hamilton,
490,Deloitte,"descriptiontype de poste : permanent lieu principal : montréal, québec, canada emplacements additionnels : montréal approfondissez vos connaissances grâce au mentorat d’experts et à du coaching au travail.tirez parti du programme cpa avantage deloitte, un programme de soutien complet sur les modules cpa et l’examen final commun (efc).recevez du soutien pour améliorer vos compétences techniques, quelles qu’elles soient. 
êtes-vous un professionnel motivé qui aime résoudre des défis d’entreprise complexes? êtes-vous à la recherche d’une occasion stimulante de faire progresser votre carrière dans le secteur de l’audit? alors, consultez l’occasion ci-dessous! à quoi ressemblera votre journée type 
une carrière en audit vous donnera les possibilités suivantes : travailler dans un milieu stimulant et en pleine croissance avec des personnes aux vues similaires qui sont reconnues dans leurs domaines techniques respectifs; élaborer des solutions dans le cadre de débats et de discussions, au sein de l’équipe et avec les clients; poursuivre le perfectionnement professionnel afin de progresser dans le cheminement de carrière que vous avez choisi.en tant qu’auditeur adjoint, vous aurez les responsabilités suivantes : procurer des solutions à nos clients selon les conditions d’affaires et financières actuelles; participer à la planification et à l’exécution des audits d’états financiers.renseignements sur l’équipe 
nos clients doivent savoir quelle est leur situation aujourd’hui. plus que d’un simple historique ou de simples prévisions de leurs finances, nos clients ont besoin de solutions complètes pour relever des défis complexes. c’est pourquoi le service d’audit va beaucoup plus loin que l’audit de base. vous acquerrez une compréhension approfondie de secteurs commerciaux particuliers de manière à pouvoir prévoir les enjeux qui auront des incidences sur vos clients. le résultat? un service à valeur ajoutée qui permettra à vos clients de relever les défis et de saisir les occasions qui se présentent.assez parlé de nous, parlons de vous 
vous possédez ce qui suit : diplôme universitaire de premier cycle et de 1 à 2 années d’expérience en audit;  étudier en vue d’atteindre le titre de cpa ou avoir amorcé le processus d’obtention du titre; expérience avec les ifrs et auprès de sociétés cotées en bourse; expérience ou intérêt à l’égard de la compréhension des systèmes de contrôle des clients; aptitude supérieure pour la communication écrite et orale en anglaispourquoi deloitte?amorcez votre carrière au sein de l’unique cabinet, qui vous permet d’avoir une influence beaucoup plus importante que vous l’auriez cru possible. par les possibilités illimitées qu’il présente dans tous les domaines et par sa culture qui vise à soutenir et à former nos gens pour qu’ils atteignent leur plein potentiel, deloitte est l’unique cabinet qui vous offre des occasions d’apprentissage, de croissance, de création, de maillage et de leadership. pour ce faire, nous prenons envers vous les trois engagements suivants : vous exercerez votre leadership à tous les niveaux : nous formons les meilleurs leaders au monde afin que vous puissiez avoir plus rapidement l’influence marquante que vous désirez. vous pourrez travailler à votre façon : nous vous donnons la flexibilité requise pour travailler quand vous en avez besoin et à votre façon, et nous vous offrons les espaces novateurs, les ententes et la mentalité qui vous aideront à connaître un succès phénoménal. vous vous sentirez inclus et inspiré : nous créons un profond sentiment d’appartenance qui vous amène à être totalement vous-même au travail.la balle est dans votre campl’idée de travailler pour l’unique cabinet vous tente?chez deloitte, nous avons à cœur de faire des affaires de manière inclusive – cela commence par une diversité parmi les collègues de toutes les compétences! nous vous encourageons à communiquer avec nous à accessiblecareers@deloitte.ca si vous avez besoin d’un accommodement dans le cadre du processus de recrutement ou si vous voulez obtenir la présente offre d’emploi sous une autre forme. nous serons heureux d’avoir de vos nouvelles!votre candidature sera évaluée en conformité avec les normes mondiales de deloitte en matière de talents. nous avons conçu ces normes pour fournir une expérience client deloitte exceptionnelle et uniforme partout dans le monde.","Auditeur adjoint II, Audit public (Montréal, QC, CA, H3B 4T9)",https://job-openings.monster.ca/auditeur-adjoint-ii-audit-public-montréal-qc-ca-h3b-4t9-montréal-qc-ca-deloitte/8589dbe3-83a3-4802-8f98-61adaaf7119c,"Montréal, QC",
491,Charles River Laboratories,"descriptionnetwork infrastructure - management        req id: 83662        location:  wilmington, ma, us, 01887saffron walden, gb, cb10 1xllaval, quebec, ca, h7v 4b3senneville, quebec, ca, h9x 3r3reno, nv, us, 89511tranent, gb, eh33 2ne              at charles river, we are passionate about improving the quality of people’s lives. when you join our global family, you will help create healthier lives for millions of patients and their families.    charles river employees are innovative thinkers, who are dedicated to continuous learning and improvement. we will empower you with the resources you need to grow and develop in your career.    as a charles river employee, you will be part of an industry-leading, customer-focused company at the forefront of drug development. your skills will play a key role in bringing life-saving therapies to market faster through simpler, quicker, and more digitalized processes. whether you are in lab operations, finance, it, sales, or another area, when you work at charles river, you will be the difference every day for patients across the globe.                           about corporate functions  the corporate functions provide operational support across charles river in areas such as human resources, finance, it, legal, sales, quality assurance, marketing, and corporate development. they partner with their colleagues across the company to develop and drive strategies and to set global standards. the functions are essential to providing a bridge between strategic vision and operational readiness, to ensure ongoing functional innovation and capability improvement.    about charles river charles river is an early-stage contract research organization (cro). we have built upon our foundation of laboratory animal medicine and science to develop a diverse portfolio of discovery and safety assessment services, both good laboratory practice (glp) and non-glp, to support clients from target identification through preclinical development. charles river also provides a suite of products and services to support our clients’ clinical laboratory testing needs and manufacturing activities. utilizing this broad portfolio of products and services enables our clients to create a more flexible drug development model, which reduces their costs, enhances their productivity and effectiveness to increase speed to market.    with over 17,000 employees within 90 facilities in 20 countries around the globe, we are strategically positioned to coordinate worldwide resources and apply multidisciplinary perspectives in resolving our client’s unique challenges. our client base includes global pharmaceutical companies, biotechnology companies, government agencies and hospitals and academic institutions around the world. and in 2019, revenue increased to $2.62 billion.       at charles river, we are passionate about our role in improving the quality of people’s lives. our mission, our excellent science and our strong sense of purpose guide us in all that we do, and we approach each day with the knowledge that our work helps to improve the health and well-being of many across the globe. we have proudly supported the development of ~85% of the drugs approved by the fda in 2019.     for more information, please visit www.criver.com.",Network Infrastructure - Management,https://job-openings.monster.ca/network-infrastructure-management-laval-ca-charles-river-laboratories/cc0f230c-06ec-4db3-9667-5fb795a15018,Laval,
492,EVERFI,"descriptioneverfi is the leading education technology innovator that provides learners of all ages education for the real world through scalable digital learning platforms. founded in 2008, everfi is fueled by its software-as-a-service (saas) subscription model and has certified millions of learners with thousands of partners across 50 states, canada and puerto rico. everfi is an industry convener that builds networks that tackle the toughest social issues. these networks include the prescription drug safety network, campus prevention network, and the financial capability network. some of america's leading ceos and venture capital firms are everfi investors including amazon founder and ceo jeff bezos, google chairman eric schmidt, twitter founder evan williams, advance publications, rethink education and rethink impact. to learn more about everfi visit everfi.com or follow us on facebook, instagram, linkedin or twitter @everfi.the schools manager manages a portfolio of schools & districts within a particular region to increase adoption of everfi's courses in k12 classrooms. this role provides support remotely and, where necessary, travels to train educators in order to achieve partner's goals and drive awareness of k12 resources. responsibilities:promptly follow-up and contact via call and/or email a high volume of educators who have expressed interest in courses and resources. this includes but is not limited to answering questions about courses and implementation, as well as explaining the value and differentiators of everfi courses and resources to educators to secure onsite trainings and meetings.log activity (calls, meetings etc.) and notes in customer relationship management and keep contact information of educators contacted and visited up to date. travel to schools and meetings to conduct trainings on how to register and use the platform, provide ongoing support and nurture relationships with educators interested in everfi's products in the applicable region.use various forms of outreach (cold calls, social media, email campaigns etc.) to develop & maintain partnerships with school districts, teachers & other educators. this includes close collaboration with team members to identify, share and apply best practices for outreach.attend, exhibit and present at conferences both regional & national to provide support for educators interested in everfi's products in the applicable region and across the country. plan and execute all details of events in region for partners, includes close collaboration with different internal teams, schools and districts, as well as external partners. document and share anecdotes from students and educators the classroom with our customer success team & external partners. develop and maintain current knowledge on trends within the k12 system, education technology, and everfi's platform and courses: understand standards alignment, challenges faced by educators, implementation best practices across the country, etc.conduct internet research to identify new trends in the k12 education technology space, and to establish best practices for inbound lead conversion rates for everfi educators.other duties as assigned.skills, qualifications and experience:experience in the education industry, or related fields including but not limited to non-profits and technology start-upsbachelor's degree preferred or equivalent relevant experience in the education fieldquick learner and resourceful to identify alternatives for completing work, achieving goals, or troubleshooting technologyability to work independently, prioritize goal achievement and follow through on assignmentsability to establish and maintain cooperative working relationships with co-workers an external clientsexcellent written and verbal communications skillsability to conduct presentationsproficient with presentation & communication tools such as powerpoint, excel, webex, yesware, google suite, etc.experience using salesforce.com or other data management systems preferredexperience developing and maintaining relationships with clients/educators preferredability and means to travel on a flexible schedule at least 40% of the timefluency in english and frenchwork-life, culture, & perks:competitive base salary and bonus potentialcomprehensive health care and excellent parental leave benefitsflexible pto and generous holiday schedulefitness program membership discountscasual work environment and great office locationsannual company-wide retreatopportunity to work with talented people who have fun in the workplace  everfi appreciates your interest in our company as a place of employment. it is everfi policy to provide equal opportunity for employment to all qualified employees and applicants, regardless of race, religion, religious affiliation, ancestry, citizenship status, marital status, familial status, sexual orientation, color, creed, national origin, sex, age, disability, or veteran status or any other characteristic protected by local, state or federal law. this policy applies to all areas of employment including recruitment, placement, training, transfer, promotion, termination, pay, and other forms of compensation and benefits. everfi will provide reasonable accommodations to qualified individuals with disabilities.","Schools Manager, Canada (English / French)",https://job-openings.monster.ca/schools-manager-canada-english-french-montreal-qc-ca-everfi/841ef69e-e7e3-4421-9950-e74a9dc23a66,"Montreal, QC",
493,"OraSure Technologies, Inc.","descriptionthe director, sales enablement is a member of the molecular sales leadership team whose primary responsibility is to develop and implement a strategic plan to deliver an exemplary customer experience from first customer contact to product delivery. this will require the director to examine and determine the best overall structure for each area of the sales enablement team (sales operations, sales development, sales analytics, sales training, and crm task force) and to work collaboratively with peers from a cross-functional perspective to create and implement any tools and processes required to achieve this enhanced customer experience.make strategic recommendations to the sales and molecular leadership team for changes to the sales enablement structure and processes with the view to create an exemplary customer experienceresearch, investigate and implement the required tools, processes and structure to support the sales organization’s strategy and long term goalsleverage crm/sap/sales analytics to make required process improvement decisions and to demonstrate financial rationale to the leadership teamprovide guidance to direct reports (senior manager – sales enablement, sales analyst, sales trainer, crm specialist) and work in tandem with the broader sales enablement team to implement any process or tool improvementmain point of escalation and decision maker for the crm task force. the crm task force is made up of cross business unit, multi department staff who meet on a weekly basis to review requested changes to crm, determine which changes will be incorporated, and then map out the associated timing and resources required to completeinterpret and advise the leadership and sales team on the potential business impacts of changes to our standard business terms in quotes and orders provide recommendations for continuous improvement in order to ensure best in class practice are aligned with external business trends main point of contact for any escalations related to customer deliverables for all internal functions including supply chain, regulatory, quality, and manufacturing present updates to business unit lead and business unit functional areas and stakeholders in formal meetings.key liaison point for various functional groups including sales, operations and finance to ensure accurate financial forecasting.education:bachelor’s degree or higher in business or an equivalent combination of relevant job experience and training. an understanding of the underlying life sciences an asset acquired either through education or experience.experience:8+ years of sales management, sales operations management, or related experience preferred.experience with sales analytics, business intelligence, financial budgeting and reporting.experience with contract and business law.proficient in the use of microsoft office applications, customer relationship management tools and erps.experience with management of key functions, business processes and design of organizational structure. required skills:strong leadership skills with experience managing a team directly and achieving goals through participation on a diverse, cross-functional team.interpersonal, negotiation, and sales skills paramount for communication requirements.ability to thrive in a fast paced team environment and adapt to changing requirements, deadlines and initiatives.strong analytical ability, ability to prioritize, multi-task, work independently, create and act upon initiatives. demonstrated success in a fast paced environment involving customer engagements and deliverables.creative, detail oriented and highly accurate.a team player with strong organizational, communication and execution skills. at dna genotek, we are committed to building and preserving an accessible, welcoming, supportive, fair, and inclusive environment. accommodations are available to support prospective employees during the recruitment and hiring process. should you require any accommodations, please advise us in advance so that we can work with you to find a suitable accommodation.","Director, Sales Enablement",https://job-openings.monster.ca/director-sales-enablement-ottawa-on-ca-orasure-technologies-inc/83513cb4-b052-4231-b5df-86c23609aafa,"Ottawa, ON",
494,C.P. Services Ltd,"description          we're currently looking for a level ii wastewater / water treatment operator to join our team.locationlive oil site near conklin alberta.position summarywe requirea level 2 wastewater treatment operator for our client's reverse osmosis treatment plant to perform duties of overall responsible operator & operator-in-charge. shift rotation for this position is 7 days on / 7 days off (12 hour days).compensation: $48.50 / houraccommodations: camp accommodations are available.loa is available for local candidatesoverview:the incumbent will be required to perform the following job duties alone or as part of a team:collect water / wastewater samples from all process streams.send samples to lab for testing.perform the necessary analysis.input, trend and interpret all data and other plant information.utilize plant data, observations and knowledge to make process decisions and adjustments with the goal of maintaining the high level of performance - complyingwith all federal and provincial regulations with respect to water / waste waterquality.monitor and inspect plant processes and equipment to ensure plant systems are operating optimally.perform duties of overall responsible operator & operator-in-charge for the wwtp and wwps.respond to alarms while on-call.complete and maintain plant and pumping station logs, reports and operating procedures.operate and verify the effectiveness of pumps, motors, chemical feed systems, blowers and other plant equipment and communicate issues as required.follow all sops and lock-outproceduresfollow all site safety protocolsqualificationsvalid level iiwater and wastewater operator certificationvalid h2s alive certificationcso (common safety orientation) certificationbasic computer literacy utilizing microsoft office suite (excel, outlook, powerpoint, and word)ability to work as part of a team, take initiative when required.experience operating reverse osmosis treatment plantvalid driver's licenseskills in time management, organization, record-keeping, written & verbal communication, mathematics, chemistry, problem-solving and leadership.physical dexterity and ability to work in confined spaces, dirty and /or noisy environments.repetitive tasks, attention to detail, hand-eye co-ordination, combination of sitting and standing, walking, bending, crouching, kneeling.department: operationsthis is a full time positionaccomodations provided?: yes, camp is provided","Wastewater/ Water Treatment Operator (Level 2) (Conklin, Alberta)",https://job-openings.monster.ca/wastewater-water-treatment-operator-level-2-conklin-alberta-level-2-ca-c-p-services-ltd/81da8d04-5009-44f1-8753-af5f9e356f17,Level 2,
495,Comark Services Inc.,"descriptionjob title:                           project manager, solutions delivery -  eastlocation:                           winnipeg, mbreports to:                      manager, national solutions delivery   about parian logisticsparian logistics inc, an affiliate of stern partners, owns a 28.6-acre property at 1530 gamble place in winnipeg that houses the head offices and distribution centre for warehouse one clothing and ricki’s fashions, as well as the distribution centre for bootlegger clothing and cleo fashions. parian logistics is also home of the newly created national shared services business unit that supports the retailing portfolio of stern partner companies: warehouse one, urban barn, comark (bootlegger, ricki’s, and cleo), and auld phillips.  the shared services include: human resources, finance, digital marketing, and information technology. the rolethe national solutions delivery group is a newly created team in the it organization that will be critical for it to successfully deliver a business value driven portfolio of programs and projects. the national solutions delivery group partners with senior business leaders across all the retail companies and technology resources (internal and external) to deliver high value and quality initiatives. this group leads the implementation and adoption of pmo best practices as well as the relationship management with key client stakeholders to ensure projects meet business objectives.the national solutions delivery team is a highly collaborative group of professionals who possess business acumen and technical expertise to effectively engage resources and stakeholders across a broad spectrum. they apply the rigour of best practices in a pragmatic manner with an eye on clear business outcomes.the project manager is responsible for planning, executing, and finalizing projects according to strict deadlines and within budget. this includes acquiring resources and coordinating the efforts of team members and third-party contractors or consultants to deliver projects according to plan. the project manager will also define the project’s objectives and oversee quality control throughout its life cycle. this leader is also responsible for establishing and nurturing an effective relationship engagement with key business leaders of the banners based on the west region. key accountabilitiescreate and sustain a trusting relationship with key business leaders that translate into initiatives that meet real business needs and desired results.understand and proactively monitor client needs, objectives, and status; providing clear support or escalation to address challenging situations.maintain visibility into all portfolio initiatives for the banners based in the central region and provides effective oversight, support, and leadership. this includes clear business value articulation and realization for all initiatives in the portfolio.define project scope, goals and deliverables that support business goals in collaboration with senior management and stakeholders.effectively communicate project expectations to team members and stakeholders in a timely and clear fashion.liaise with project stakeholders on an ongoing basis.plan and schedule project timelines and milestones using appropriate tools.track project milestones and deliverables.define project success criteria and disseminate them to involved parties throughout project life cycle.conduct project post-mortems and create a recommendations report to identify successful and unsuccessful project elements.estimate the resources and participants needed to achieve project goals.draft and submit budget proposals, and recommend subsequent budget changes where necessarydirect and manage project development from beginning to end.proactively manage changes in project scope, identify potential crises, and devise contingency plans.build, develop, and grow any business relationships vital to the success of the project knowledge & skillsuniversity degree, college diploma, or a combination of education and experience.strong business acumen and client relationship management.proficient with portfolio and project management methodologies, tools, and technologies.demonstrated experience in financial budgeting, planning, and reporting of capital projectsproficient in change management strategies and systems implementations.advanced communication and presentation skills.ability to communicate and translate complex technical concepts into simple models for both technical and non-technical audiences.superior interpersonal and collaboration skills. proven ability to quickly earn the trust of stakeholders as well as mobilize and motivate teams.strong negotiation and conflict resolution skills.sound judgement in decision making and problem solvingcompetent and proficient understanding of platforms, such as salesforce.proficient in business improvement processes and methodologies experience5+ years direct work experience in a project management capacity, including all aspects of process development and execution.demonstrated experience leading large complex projects (+$2 m budget).experience in erp integrations as well as core retail systems and processes is preferred.",Parian Logistics Project Manager East,https://job-openings.monster.ca/parian-logistics-project-manager-east-winnipeg-mb-ca-comark-services-inc/81b062d3-6671-4ae4-ac18-0cc70e83679f,"Winnipeg, MB",
496,Serco Inc.,"descriptionif you enjoy working with the public in a high energy and dynamic environment - challenging and rewarding job opportunities await you at serco canada inc.                                                                                                                                                                                                      you will be part of a professional team which supports operations at all drivetest centres across ontario on behalf of the ministry of transportation.  driver examiners are based out of one of our 56 drivetest centre locations.   bring your expertise and customer service skills serco canada inc. where challenging and rewarding job opportunities await you!                                                                                                                                 serco supports the ministry of transportation as a prime for their driver examiner services (des) contract which supports their drivetest centre operations, providing customer information and assisting members of the public at various stages of the driver’s licensing process.  our team of driver examiners engages with customers in a friendly, knowledgeable and professional manner. *this is a “term” position.  your employment will commence upon completion of background checks and the agreed upon start date.  the position is anticipated to last for a term of six (6) months with the possibility of an extension. you will be part of a team that works closely with the customer and other serco teams that that examine applicants through a road test to determine their abilities in the mechanics and handling of vehicles. driver examiners also conduct controlled class tests; observe and assess riding habits, skills and the applicants’ demonstrated ability in the operation of vehicles, making notes on applicants’ compliance to traffic laws, how they handle stressful situations, their adherence to driving regulations and safe driving practices.  you will provide examination results and details regarding errors, as well as areas requiring improvement and complete the evaluation forms for road test assessments, entering road test results into a system/computer.   serco’s regional managers and individual site managers lead the team of driver examiners, offering many years of experience working with our customer and providing the ministry with excellence in customer care. in this role, you will:evaluate the driving abilities of driver’s licence light vehicle applicants at the g2 and g level.evaluate the driving ability of applicants at the m2, m and controlled class (abz) level, if qualified and required.conduct road tests for those requiring special needs or for those with disabilities.provide grade of road test, licence information and resolve licensing issues.provide information and assistance related to driver examination services.responds to enquiries related to driver licensing, determines applicant status, and provides information regarding test/re-test procedures and classes of licences.completes three-point verification by verbally confirming the candidates full name, full date of birth and full address.ensure the fair and proper conduct of examinations in an environment that enables candidates to perform at their best. review information and determine test requirements.ensure the fair and proper conduct of examinations.examine applicants through a road test and determine the fitness, competency, and knowledge of driver’s licence applicants. provide examination results and complete evaluation forms for assessments.create a calm, professional, and supportive environment that enables applicants to perform to the best of their abilities.attends travel points to provide testing and licensing services, where applicable. must be able to perform physical duties of the position, this may include sitting or standing for extended periods of time and entering and exiting vehicles up to 30 times per shift.                  to be successful in this roll, you will have: intermediate-level computer skills in microsoft office.touch-typing and data entry.must hold a valid ontario class g driver’s licence. must have at least four years driving experience, verified based on “date first licenced” indicated on the ontario driver’s licence.must hold a valid class m and/or controlled/commercial class driver’s licence, if applicable.must have and maintain an acceptable driving record- no more than four demerit points and three violations at all times during employment as a driver examiner.thorough knowledge of applicable sections of the highway traffic act, related regulations, and legislation. additional desired experience and skills: 1-4 years of customer service experience in a service environment.*employees hours vary based on customer demand and location’s operating hours. *this position may require extended shift hours and possibly saturday hours (depending on location) during certain periods of the year when drivetest centre volume is higher.  *this position requires the attendance of a formal training session, which includes classroom instruction with experienced and qualified trainers and on-the-job shadowing at a drivetest centre facilitated by a coach. if you are unsuccessful at any stage of the training, your employment will end effective immediately. if you are interested in supporting and working with our customer service professionals and a passionate serco team- then submit your application now for immediate consideration.  it only takes a few minutes and could change your career!  serco inc. (serco) is the americas division of serco group, plc. serco serves every branch of the u.s. military, numerous u.s. federal civilian agencies, the intelligence community, the canadian government, state and local governments, and commercial clients. we help our clients deliver vital services more efficiently while increasing the satisfaction of their end customers. headquartered in herndon, virginia, serco americas has approximately 8,000 employees and is part of a $4 billion global business that helps transform government and public services around the world. at serco, our employees are our most valuable asset - we listen, respect and support them throughout their career at serco. we invite you to become part of our dynamic team. serco is an equal opportunity employer committed to diversifying our workforce (race/ color/ sex/ sexual orientation/ gender identity/ religion/ national origin/ disability/ vets).",Driver Examiner 2 - Downsview - Part Time - Term - Non-Bilingual,https://job-openings.monster.ca/driver-examiner-2-downsview-part-time-term-non-bilingual-toronto-on-ca-serco-inc/cb6aa7ee-e6bb-4fff-8900-afaf708a1807,"Toronto, ON",
497,PVH,"descriptionif you are a current pvh associate, please click this link to apply through your workday account.design your future at pvhfloor supervisor - part-time - tommy hilfigercome find the perfect fit & join an iconic brand!with more than 50 retail locations across the country, tommy hilfiger canada’s continued growth can be attributed to the commitment and dedication of our employees since we first entered the canadian market in 1989. at tommy hilfiger canada, we nurture a culture of personal and professional development. careers within the company can only excel with a diligent focus on brand management, clear communication of expectations, consistency in execution, determination to exceed standards, fair and supportive treatment of all employees, and a dynamic, fast paced work environment.the tommy hilfiger brand creates a lifestyle that inspires people everywhere to believe that anything is possible. the brand is all about people having fun, enjoying life, helping others succeed and treating people with respect. and as a part of the brand, you too can experience this fashion phenomenon.tommy hilfiger offers:competitive salariesinsurance & rrsp benefits for full-time associatesgenerous discounts on merchandisetraining and developmentcareer growth opportunitiesfloor supervisorresponsibilities:assist store and assistant managers in managing all personnel, product and merchandising functions, business processes and store resultsdirect and motivate the store team to provide unparalleled, spirited service to all customers, generate sales and profit, minimize losses and ensure the store is visually distinctive and impeccably maintainedmaximize employee productivityensure compliance and consistent execution of company policy & procedures and established best practicescreate an environment which is spirited and results-drivenassist in employee training and developmentqualifications:minimum of one year full-time retail experience, preferably with some supervisory experience.minimum high school education or equivalent. bachelor’s degree in business or related field, an assetability to communicate with customers and store personnelphysical capacity to maneuver around sales floor, stock room, and office, lift heavy objects, stretch, and bendaptitude with cash register and office computerwillingness to work a flexible schedule to meet the needs of the business, which may require evening, weekend, and holidays shiftspvh canada inc. shall notify its employees and the public about the availability of accommodation for applicants with disabilities and its recruitment process.http://www.pvh.comcontinue exploring our current job opportunities and take the next step towards designing your future.",Floor Supervisor - Part-Time - TOMMY HILFIGER,https://job-openings.monster.ca/floor-supervisor-part-time-tommy-hilfiger-dartmouth-ns-ca-pvh/cb3f8791-d8f1-4ff1-b38a-6ded6284f21e,"Dartmouth, NS",
498,Trillium Health Partners,"description______________________________________________________________________________position: ota/ptafile#: 2020-18981status: part time (x1)dept.health system: thp reactivation care centre (rcc)hours of work/shift: days, weekdays, weekends, stats (8 hour shifts) posted: november 19, 2020internal deadline: november 26, 2020__________________________________________________________________________________________________________________________________________ trillium health partners (thp) is one of the largest community-based acute care facilities in canada. comprised of the credit valley hospital, the mississauga hospital and the queensway health centre, trillium health partners serves the growing and diverse populations of mississauga, west toronto and surrounding communities and is a teaching hospital affiliated with the university of toronto.our mission: a new kind of health care for a healthier community when we set out to build our vision and future, we connected with our community - patients, families, visitors, physicians, staff and volunteers. the foundational goals of our new strategic plan - quality, access and sustainability - anchor everything we do. our mission for a new kind of health care is built on an inter-connected system of care organized around patients - inside and outside the hospital. at thp, we are relentless in providing high quality, compassionate care to our communities and take great pride in fostering an inclusive and accessible environment and we are all accountable for contributing to a healthy, safe and respectful environment for healing and promoting excellence in patient care though advancing patient and staff safety. if you are passionate about what you do, motivated to improve the health of the community, committed to excellence, quality and patient safety we would like you to join our better together team!summary:thp is excited to be opening phase 2 of the alternative level of care (alc) unit located at humber river church street site (200 church street, near jane street and 401) scheduled to open in december 2019. we are recruiting individuals who are highly skilled, agile and adaptable with advanced critical thinking and interprofessional skills. as a member of the interprofessional team you will have the opportunity to provide care for adult and geriatric patients who are preparing to transition to the community.             key qualifications:      certificate from a recognized two year ota/pta programota experience in psychosocial issues is an assetcurrent bcls and evidence of continuing education is requiredreliable, flexible, creative, self-directed professional with strong observation skillsdemonstrated ability to work effectively and collaboratively with multidisciplinary team membersexercises good judgment, critical thinking and problem solving skillsdemonstrates effective interpersonal, organizational and communication skillsa positive attendance record is essentialposition summary:as an active member of a multidisciplinary team, the dual trained ota/pta provides client-centered clinical care for assigned patients under the direction and supervision of a physiotherapist and occupational therapist.provides goal-oriented treatment interventions, patient/family education and support to address physical, emotional and self-care needs as assignedprovides timely and astute information to relevant team members about patient’s performancethe ability to perform as a coach/mentor and to use sound critical thinking skills is key to achieving patient outcomes and to facilitating team functionparticipates in program planning, continuous quality improvement and evaluationsupervise activities of ota/pta students, volunteers and co-op students as required internal candidates who believe they possess the necessary qualifications and experience for this position and who have been in their current position for at least six (6) months are encouraged to apply. to pursue this career opportunity, please visit our website: www.trilliumhealthpartners.ca  trillium health partners is an equal opportunity employer committed to fostering a healthy, safe and respectful environment for healing, based on our values compassion, excellence and courage.  to be better together, we commit to fostering a respectful workplace culture that promotes a safe and supportive environment for everyone who provides care, supports caregiving, receives care or visits the hospital.   in accordance with the accessibility for ontarians with disabilities act, 2005 and the ontario human rights code trillium health partners will provide accommodations throughout the recruitment and selection process to applicants with disabilities.  if selected to participate in the recruitment and selection process, please inform human resources of the nature of any accommodation(s) that you may require in respect of any materials or processes used to ensure your equal participation.   all personal information is collected under the authority of the freedom of information and protection of privacy act. trillium health partners is identified under the french language services act. we thank all those who apply but only those selected for further consideration will be contacted.",OTA/PTA,https://job-openings.monster.ca/ota-pta-ca-trillium-health-partners/c8aabbee-5d32-447b-85b2-30ca2610fcb9,,
