,location,company,job_title,salary,job_description,job_url
139,"Montréal, QC",Eastern Canada Consulting,Data Scientist-Data Engineer,NA,"Eastern Canada Consulting is looking for a Data Scientist-Data Engineer.Responsibilities: Analyze source system data to assess data quality. Work with technical and business representatives to determine strategies for handling data anomalies that are identified.Design ETL processes and develop source-to-target data mappings, integration workflows, and load processes. Involved in gathering, understanding and validating the project specifications and participate in ETL architecture design reviewsExperience with Data Lake infrastructures, Azure Blob, Azure Data Factory, Azure DataBricks, Azure Event Hubs and Event GridsIdentify problems, develop ideas and propose solutions within differing situations requiring analytical, evaluative or constructive thinking in daily workDocument designs and architect data maps, develop data quality components and establish and/or conduct unit testsPerform reviews and quality checks after data has been loadedConnecting to data sources, importing data and transforming data for Business IntelligenceExcellent in analytical thinking for translating data into informative visuals and reportsQualifications: 5+ years of experience with data warehouse technical architectures, ETL/ELT, and BI reporting/analytic toolsData Engineering/Data Modeling experience in a Dev/QA/Prod capacityKusto Query Language (KQL) and/ or Expert SQL and data modeling skillsEnterprise-scale technical experience with cloud and hybrid infrastructures, architecture designs, database migrations, and technology managementAdvanced Analytics including Azure DataBricks, visualization tools as Power BIExperience in troubleshooting and resolving database integrity and performance issuesFollows data standards, resolves data issues, completes unit testing and system documentation for Extract Transfer Load (ETL) processesKnowledge of Hadoop ecosystem an asset (Hive, Spark, HDFS, NiFi)Knowledge of Python/Scala is an assetStrong communication skills, including the ability to speak clearly to technical and nontechnical peopleSelf-driven, highly motivated and able to learn quicklyDate de début prévue : 2020-11-23Job Types: Full-time, PermanentSalary: $80,000.00-$85,000.00 per yearAdditional pay:Bonus payBenefits:Dental careDisability insuranceExtended health careLife insuranceVision careWork from homeSchedule:Day shiftMonday to FridayWork remotely:Temporarily due to COVID-19",https://ca.indeed.com/company/Weavers/jobs/Data-Scientist-Data-Engineer-ae823400360d761a?fccid=90983abf3db10aff&vjs=3
140,"Montréal, QC",Exagens,Data scientist,NA,"Location
Old Port, Montreal, Qc, Canada
Type
Permanent, full time or part time
Compensation
Salary plus Stock Options
Start Date
As soon as possible
Why us?
The best people should work on the most challenging problems. At exagens, we’re using cutting-edge technology, data analysis, behavioral theory and more to curate memorable individualized digital journeys. Already in use by millions of people worldwide, we’re hard at work expanding the capabilities of our products and growing our market presence. If you’re a problem solver interested in shaping the future of the financial industry and working in a collaborative environment which empowers you to own your own projects while giving you both the freedom and mentorship to grow, we’d love to meet you. Here’s your opportunity to get in early to define and own a piece of the future. We are a rapidly growing profitable company, so there’s plenty of opportunity to learn, lead, laugh, and share in our success.
What's in it for you?
The products and the company we are building are unique and are already having head-turning impact.
We apply AI/ML to solve new and different problems, keeping in mind the big picture and the value to the end-user.

We work with millions of observations coming from real users. If you like the challenge and are tired of predicting risk scores, default probabilities, likelihood of next action or sorting images or identifying cats and dogs, you should come work with us.
Of course, you won’t be on your own: at exagens, you’ll be surrounded and supported by some amazing people who are light on ego and formality, high on curiosity, and flat out want to achieve big things.
Responsibilities
Research and create AI/ML models and processes to achieve the goals set by the team.
Document the research process
Document the problem and the different challenges and proposed solutions.
Propose new ways of achieving the goals
Keep current with new developments in AI/ML
Help define and refine the problems
Qualities
Curious
Able to work on not fully defined problems and come up with creative solutions.
Fast learner
Autonomous while still being a team player
Technical Skills
Being able to do research and development to solve new and complex problems through the application of AI/ML techniques
Scientific documentation and problem formulation
Programming in Python and AI/ML libraries (numpy, scipy, etc)
Masters or PhD degree in Mathematics, Statistics, or similar fields (MsC, PhD candidates are also accepted)
Statistical testing
Experience in data preprocessing, cleansing
Nice to have:
Experience with TensorFlow, PyTorch, Apache Spark
Published papers or articles
You’ll enjoy
Competitive compensation and generous stock options
Tier-1 medical, dental, and vision plan
Our office (when it reopens) in one of the oldest, coolest buildings in Montreal’s Old Port
A kitchen stocked with free drinks, snacks, fruit, wine & beer and more!
Team get-togethers, video games and spontaneous Nerf gun wars
Easy access by public transit or car, company bike rack & bike, in-house showers
A fun team environment and the ability to quickly learn & grow
To apply send your CV to jobs @ exagens.com",https://ca.indeed.com/rc/clk?jk=d253dac07edbc78e&fccid=b07de2d6fe148130&vjs=3
141,"Montréal, QC",Guavus,Data Scientist Intern,NA,"Guavus, a Thales company, is seeking a Data Scientist Intern. This is an exciting, technical role based in our Montreal office. It is focused on enabling our customers to create real, practical value through advanced analytics on their streaming data. Our customers – primarily large telecom service providers – use Guavus’ analytics to increase revenues or reduce costs by better network optimization, customer experience optimization, churn management, marketing, etc.

We offer 4 months internship with a possibility to extend to 8 months. We have full time position available for interns that stand out after the end of their internship & classes.

Skills & Qualifications:
Bachelor’s or master’s degree in an Engineering or Science field with coursework in Linear Algebra and Statistics.
Analytical skills – ability to quickly analyze data to identify and visualize key insights – as evidenced by coursework or research requiring the analysis of large datasets applying machine learning (regression, clustering, decision trees, neural networks, etc.).
Algorithmic understanding of standard machine learning methods.
Good understanding of CS fundamentals such as data structures and algorithms, functional programming, cluster computing, etc. and the ability to quickly translate ideas to efficient, elegant code.
Working knowledge of at least one program: Java, Scala, Python.
Experience in high volume data scenarios and hands on knowledge of distributed systems such as Hadoop and Spark will be a big plus.
Excellent oral and written communication skills, including the ability to present effectively to both business and technical audiences.
Excellent attention to detail, organizational and time-management skills.
Roles & Responsibilities:
Implement ETL & machine learning algorithms and benchmark their performances.
Perform data validation exercises, tracing data from source to applications to confirm.
Implementation designs.
Analyze data and present insights.
Document data analysis work and results.
About Guavus (a Thales company)

Guavus is at the forefront of AI-based big data analytics and machine learning innovation, driving digital transformation at 6 of the 7 world’s largest telecommunications providers. Using the Guavus-IQ analytics solutions, customers are able to analyze big data in real time and take decisive actions to lower costs, increase efficiencies, and dramatically improve the end-to-end customer experience – all with the scale and security required by next-gen 5G and IoT networks.

Guavus enables service providers to leverage applications for advanced network planning and operations, mobile traffic analytics, marketing, customer care, security and IoT. Discover more at www.guavus.com and follow us on Twitter and LinkedIn.",https://ca.indeed.com/rc/clk?jk=6ca3c36df1e4b6c9&fccid=f8529b1ea6204edf&vjs=3
142,"Montréal, QC",American Iron and Metal,Internship Data Scientist,NA,"Company Description

ES-TU FORGÉ POUR AIM GLOBAL ?
Inscris-toi dans l’histoire de AIM Global.
Nous n’avons cessé de prospérer au cours des huit dernières décennies grâce à la force de nos employés et à la confiance de nos clients, établissant ainsi notre présence au niveau mondial et diversifiant nos expertises. Prends part à AIM Global, une chaîne intégrée comprenant cinq divisions qui travaillent en collaboration pour revaloriser des ressources, dont les métaux, les déchets de construction, les véhicules hors d’usage et les espaces urbains. Nous investissons dans nos installations et nos employés pour garantir un meilleur avenir pour tous.
C’est simple ; nous le faisons bien. Nous visons l’excellence.

Job Description

As a Data Scientist Intern within AIM, you will work with a dynamic teams and business across multiple organizations to deliver sophisticated, next-gen AI Machine Learning solutions.
You support the development and use of tools and methods for collecting, compiling, modelling and visualizing company data. Your role involves analyzing and modelling problems and situations in your field of expertise so as to extract insights from data.
The ideal candidate enjoys deriving actionable insights from complex datasets, and they are excited to develop, test, and deploy these methods into data products that will impact our core business
Participate in the design, code, create tests, and integrate new features and functionality
Learn and apply different AI/data science components/models for the algorithm to be properly translated in production code.

Qualifications

Ongoing university training in computer science, applied mathematics, statistics, or a related technical field.
Good experience with Machine Learning techniques (supervised and unsupervised: clustering, recommendation system, AI Images recognition techniques);
Good mathematical understanding of the different algorithms of Machine Learning.
Advanced knowledge of Python and SQL programming.
Good communication skills.
Additional Information

null",https://ca.indeed.com/rc/clk?jk=7b8722feb5fdb2a5&fccid=b444d75eb84efc9c&vjs=3
143,"Montréal, QC",RailVision Analytics,Senior Data Scientist,NA,"Job Description OverviewAs a member of the Development Team, you will be responsible for designing and implementing algorithms to solve equipment analysis problems, automating manual processes, and building scalable software that can reveal insights into a customer’s fleet.Technical ResponsibilitiesDesign Artificial Intelligence solutions to improve diagnostic and predictive insight for rail equipmentDesign Artificial Intelligence solutions to better identify fuel consumption inefficienciesAssess the viability of data sources, and build scalable integration solutions for new clientsDetermine opportunities to add value to current methodology and analytic capabilitiesDesign, document, and implement research projects related to the understanding of equipment failure and maintenance requirementsDevelop processes and tools to monitor and analyze internal performanceDrive continuous product development and contribute to direction of technological developmentOther ResponsibilitiesMaintain a high-level of communication between managers and development teamConduct formal presentations to other team members, managers, and in publicContribute to various aspects of a growing company including HR, Marketing, and AdministrationBe an ambassador of technological advancement and revolutionized transportationGrow personal connections to the industry to understand trends and opportunitiesTechnical QualificationsUndergraduate degree in Computer Science, Statistics, Engineering or related technical degreeAt least 3 years of total, related work experienceSignificant leadership and team management experienceExperience in the rail and transportation industry is an assetExperience in mechanical / equipment analysis is an assetDeep understanding of predictive modeling, machine-learning, clustering and classification techniques, and common CS algorithmsStrong working knowledge of statistical techniques (Distributions, regressions, error bounds, etc…)Strong working knowledge of discrete numerical methods (To solve PDE’s, Matrices, ODE’s, etc…)Experience working in a SCRUM development environmentExperience with Python, VBA, Javascript, MySQL, MS Office 365 and more…Minimal Professional Communication abilities in English and FrenchWho We Look ForDriven, self-motivated, and detail-focused individualsClear and concise communicatorsPassion for career growth and continuous learningOrganized in work habits, schedules, timelines, documentation and correspondenceLeader of new methodology for organization and completing projectsClient Centric MindsetWhy Work With UsWe believe in finding simplicity for complex problemsIn a small but fast-growing company, you will gain career experience beyond strict job requirementsYou will have decision-making power and be the master of your own projectsFlexible work hours and work location (combination of in-office and remote)Resources for self-improvement including courses, software, workshops, and conferencesGreat environment, amazing team, weekly social activities and monthly company outingsOther DetailsOffice location in Downtown Montreal, near Bonaventure StationIncentives offered such as Employee Stock Options Program and yearly bonusesApply via Linked In, www.railvision.ca/careersJob Types: Full-time, PermanentSalary: $60,000.00-$70,000.00 per yearSchedule:8 hour shift",https://ca.indeed.com/company/RailVision-Analytics/jobs/Senior-Data-Scientist-7057a6c5062d20f3?fccid=47912a4ddabe9c7c&vjs=3
144,"Montréal, QC",Bus.com,Data Scientist,NA,"What we're building:
At Bus.com (http://bus.com/), we are reimagining the future of group travel by making it easier than ever to book a charter bus online. Through our unique marketplace technology, we are modernizing the charter industry to provide safe, easy, and affordable transportation services throughout North America.


Your role:
Reporting to the Director of Software Engineering, you will be supporting the team in building software solutions to support our core business strategies, through forecasting automation and advanced data analytics. Utilizing machine learning algorithms and other data analytics techniques, you'll play an integral role in developing new capabilities that take Bus.com to the next level in how we approach industry challenges.
Your responsibilities:
Design, implement, train and maintain accurate AI enabled algorithms.
Design, run, and automate validation experiments for AI algorithms
Recommend creative solutions to achieve business goals
Maintain and optimize AI algorithms running in production, access and storage of data.
Analyze, visualize, and communicate insights from our data.
Work closely with software developers to develop an automated process for collecting quality training data.
Explore and develop new technologies as part of the core tech organization
Bonus:
Familiar with data engineering and visualizations
Familiar with logistics or group transportation industry
Knowledge of Operational Research and heuristic methods
Knowledge of simulations and multi-agent simulations
What you need to succeed:
The technical:
Masters or PhD in Computer Science, applied Mathematics, Statistics or any other relevant academic background
Sound knowledge in the theoretical foundations of machine learning algorithms
Knowledge in multi-criteria decision analysis
Experience with machine learning libraries or platforms (Examples: Python, Scikit-learn, TensorFlow, R)
Professional experience within software engineering teams
Master an object oriented language
The personal:
High level of autonomy but comfortable asking for help and collaborating
Confidence taking responsibility and ownership for solutions
Tendency to be curious about what we're building and desire to understand the industry ad other aspects of the business
Passionate about what's being built and your contribution to improving the process
Ability to constructively question the status-quo and challenge those around you
Be comfortable communicating and confronting issues head-on and sharing your ideas from day 1
Our values / Identity:
“The answers are in your brain”
We are solving major problems in a fragmented industry. To do this, we need a bunch of smart, passionate people everywhere. You could be one of them! At Bus.com, you will seek to understand the “why” in everything we do, ask questions, challenge constructively, and most importantly, trust your instincts - because we will trust you with our customers.

“Life happens, time to think big”
Fire starts with friction. Your reality at Bus.com will be challenging every day - it's not a matter of if things go wrong, but when. You can't control unexpected events, so you will need to own what you're accountable for by embracing change and building resilience.

“Be bold, just dive in!”
We set ourselves ambitious goals to feed our appetite for action because we believe we can make it happen. We go fast- even when it means making mistakes along the way. We. The important thing is that we take the learning and move forward.

“We're all in this together”
If you join Bus.com, your success will depend on everyone around you. Treat them the way you want to be treated. We all have unique skill-sets but we're not all that special unless we're united and rowing in the same direction.",https://ca.indeed.com/rc/clk?jk=70aed3eb2614b980&fccid=a80572d1fb930693&vjs=3
145,"Montréal, QC",Behaviour Interactive,Data Scientist,NA,"Company Description

Founded in 1992, Montreal-based Behaviour Interactive is one of North America’s largest independent game developers with close to 600 employees and over 70 million games sold on every platform. To date, the company’s games have reached more than 200 million players worldwide. In 2019, its most successful IP, the award-winning Dead by DaylightTM, celebrated 12 million players. Behaviour counts amongst its partners some of the world’s most recognized brands such as Sony, Disney, Netflix, Activision, Warner Bros, Ubisoft, Xbox Game Studios, Google, Bombardier, Wargaming, HBO, NetEase, Gaea, La Capitale, and many more. For more information: bhvr.com.

Job Description

As part of our Data team, you will have the opportunity to collaborate with cross-discipline teams to help us constantly improve our games and our players’ experience. You will actively contribute to the game development (design, direction, live operation) by creating data-fueled tools and by generating insights from a variety of scientific approaches: machine learning, statistical modeling, simulation.
Your responsibilities will include:
Developing math-based computer simulations in Python.
Developing statistical models for predicting players’ behavior.
Developing AI tools like NLP models, clustering models or recommenders.
Designing experiments (A/B tests) to estimate the effect of data informed initiatives on key metrics and provide recommendations
Building dashboards and complex visualisations.
Developing the right tools and methodologies to make your analyses repeatable and accessible
Defining and analyzing key performance indicators such as retention, lifetime value or player acquisition
Translating complex findings and results into an easy-to-understand and compelling narrative
Communicating analyses and recommendations to cross functional stakeholders to influence the direction of the business

Qualifications

3+ years in a quantitative analysis role focusing on machine learning, data mining, predictive analytics, business intelligence and/or statistics.
Strong experience with Python, SQL and R.
Strong coding background; good background in mathematics.
Ability to identify complex business problems and provide our team with sound analytical solutions
Genuine interest for video games, as well as for the video game industry and its relevant challenges.
Ability to communicate clearly and effectively to cross-functional stakeholders at different levels
Ability to define relevant metrics that can influence stakeholders to the appropriate insights
Ability to build clear and easy-to-understand dashboards and presentations (previous experience using Tableau would be a plus)
Strong interpersonal and communication skills
Additional Information

All your information will be kept confidential according to EEO guideline.
We are an equal-opportunity employer and we are proud to foster a workplace free from discrimination. We strongly believe that diversity of experience, perspectives and background will lead to a better environment for our employees and to better games for our users.",https://ca.indeed.com/rc/clk?jk=ba86700ea3696cc7&fccid=6a91dec9c4af51bf&vjs=3
146,"Montréal, QC",PERITUS.AI,Data Scientist,NA,"About Peritus.ai

Peritus is dedicated to building AI assistants to make tech workers more productive to achieve our vision of zero touch customer service. Our patented cloud-first Knowledge Engine uses advanced NLP and machine learning to enable continuous learning from content, discussions, case management, and agile development systems. We embrace a human-in-the-loop philosophy to train data sets, refine recommendation quality, and learn from implicit user feedback.

Use Cases
The Peritus Knowledge Engine is currently being deployed for the following use cases at large technology vendors:

Customer Self-Service: AI-assisted search and forum question-answering automation to avoid new support cases.
Support Automation: Assisted problem solving that accelerates resolution time and shifts-left new knowledge to make the team smarter.
Services Automation: Build and integrate custom solutions faster by automating code reuse and lower risk of daily CI/CD releases.
The Peritus Technology Platform
Starting with assisting tech users in quickly finding a needle in the haystack, vision extends to assist human reasoning for complex answers across dynamic sources of information. The company’s technology platform ingests unstructured content, systems of record, and product telemetry at high volume & velocity into an industry specific knowledge graph. We use reinforcement learning and a normalized ontology for people, products, and problems to assist human reasoning during problem solving and actively learn from implicit feedback. Peritus has been granted two patents pertaining to reinforcement learning and using a knowledge graph applied to customer service.
Our team is proudly global with locations in the U.S (Bay Area), India (Bangalore), and Canada. Peritus venture investors include The Hive, IdeaSpring, and Benhamou Global Ventures.

About the role

As part of the Canadian engineering team, execute the Machine Learning/Artificial Intelligence technology roadmap to solve the challenges of dealing with structured, semi-structured and unstructured data in the context of a technology problem.

Responsibilities
Advance the Machine Learning capabilities of the product.
Analyze, select and implement Machine Learning/AI algorithms that improve the relevance of related incidents, accuracy of resolutions and routing of incidents.
Experiment with multiple algorithms simultaneously to identify the optimal algorithm.
Improve accuracy by incorporating implicit and explicit feedback from users.
Understand the data by interacting with the Subject Matter Experts.
About you
You have a Master’s / PhD in Computer Science, Machine Learning or equivalent field.
Your experience in building products from scratch using machine learning is a big plus.
You have proven experience in developing algorithms using Python and/or Java, C++ or Scala in one or more of the following fields: machine learning, data analytics, information retrieval.
You have experience applying statistics, probability, and machine learning to real business problems.
You have experience in Natural Language Processing such as topic extraction, building knowledge graph (ontology).
You have experience with Deep Learning frameworks (TensorFlow), applications, or services.
You are smart, get things done, have great energy and thrive in a fast paced early-stage startup environment.
You have passion for creating customer value by applying cutting edge innovations in data science & technology.
Please send your resume to jobs@peritus.ai.",https://ca.indeed.com/rc/clk?jk=a50adb5e2d387ece&fccid=6d1dddf9d7cdcbc5&vjs=3
147,"Montréal, QC",Brain Finance,Data Scientist,NA,"Job Description
Status: Permanent – Full-time
Location: Montréal – Griffintown
At Brainfinance, we pride ourselves in offering the highest possible quality of customer experience. We are looking for a person who thrives in a team environment, who is passionate, driven and who yearns to grow personally and professionally. This person will become part of a team that thrives on the new challenges presented by a fast-paced and constantly evolving environment. The chosen candidate will possess a keen eye for detail and will come up with innovative ideas that will contribute to the success of both the company and the customer experience.

As a Data Scientist, you will be working with teammates who are passionate, helpful, and strive to get the best out of Big Data .

Responsibilities
Participating in daily and bi-weekly scrum activities (Daily scrum, sprint planning, sprint review, and sprint retrospective).
Working with Business Analysts and Business Units to understand the business and requirements.
Working with DevOps Engineers and Software Engineers (Mobile and Web) to integrate Big Data Science solutions.
Developing data analysis and science solutions with Python.
Leveraging NumPy, SciPy, Pandas, MLlib, Scikit-Learn, NLTK, Scrapy, and Keras.
Utilizing Apache Spark, Apache Kafka, and Apache Cassandra to develop scalable real-time and data-driven applications
Advantages
Competitive salary.
Fun and relaxed work environment.
Full health benefits - Medical.
Free healthy snacks and refreshments.
Advancement opportunities.
Great office location.
Providing opportunities to attend trainings and conferences
Requirements
A bachelor degree in software engineering or related fields ( A Ph.D. degree is a plus ).
Software engineers experienced with Python programming language.
3+ years of experience with Python Machine Learning and Optimization.
2+ years of experience with Apache Cassandra.
2+ years of experience with Apache Spark.
Familiarity with Apache Kafka and Apache Mesos.
Familiarity with Deep Learning libraries such as TensorFlow or Theano or CNTK.
Experience with GIT and Continuous Integration.
Being open to learn and explore new technologies.
Experience working in an agile environment (preferably, Scrum).",https://ca.indeed.com/rc/clk?jk=fd887acbc144a8e7&fccid=6f679e2241486aec&vjs=3
148,"Montréal, QC",McKinsey & Company,Data Scientist - QuantumBlack,NA,"QUALIFICATIONS
Masters or PhD level in the field of computer science, machine learning, applied statistics, mathematics or a related field
Experience in statistical modelling and machine learning techniques
Extensive experience with deep learning frameworks such as Tensorflow or PyTorch is essential
Programming experience in Python. Some experience with R, Scala and SQL is preferable though not essential.
Good presentation and communication skills, with the ability to explain complex analytical concepts to people from other fields
Flexibility to travel to client locations across North America
WHO YOU'LL WORK WITH
As a Data Scientist at QuantumBlack in Montreal (based in the MILA)...
You will work with other Data Scientists, Data Engineers, Machine Learning Engineers, Designers and Project Managers on interdisciplinary projects, using Maths, Stats and Machine Learning to derive structure and knowledge from raw data across various industry sectors.
Who you are
You are a highly collaborative individual who is capable of laying aside your own agenda, listening to and learning from colleagues, challenging thoughtfully and prioritising impact. You search for ways to improve things and work collaboratively with colleagues. You believe in iterative change, experimenting with new approaches, learning and improving to move forward quickly.
WHAT YOU'LL DO
You will work in multi-disciplinary environments harnessing data to provide real-world impact for organisations globally.
You will influence many of the recommendations our clients need to positively change their businesses and enhance performance.
Role responsibilities
Work on complex and extremely varied data sets from some of the world’s largest organisations to solve real world problems
Develop data science products and solutions for clients as well as for our data science team
Write highly optimized code to advance our internal Data Science Toolbox
Work in a multi-disciplinary environment with specialists in machine learning, engineering and design
Add real-world impact to your academic expertise, as you are encouraged to write ‘black’ papers and present at meetings and conferences should you wish
Attend conferences such as NIPS and ICML as one global team as well as Data Science retrospectives where you will have the opportunity to share and learn from your co-workers.
Work within one of the largest and most advanced data science teams in London, support the Lead Data Scientists to develop data science products
What you’ll learn
How successful projections on real world problems across a variety of industries are completed through referencing past deliveries of end to end machine learning pipelines
Build products alongside the Core engineering team and evolve the engineering process to scale with data, handling complex problems and advanced client situations
Be able to focus on modelling by working alongside the Data Engineering team which focuses on the wrangling, clean-up and transformation of data.
Best practices in software development and productionise machine learning by working with our Machine Learning Engineering teams which optimise code for model development and scale it
Work with our UX and Visual Design teams to interpret your complex models into stunning and user-focused visualisations
Using new technologies and problem-solving skills in a multicultural and creative environment
You will work on the frameworks and libraries that our teams of Data Scientists and Data Engineers use to progress from data to impact. You will guide global companies through data science solutions to transform their businesses and enhance performance across industries including healthcare, automotive, energy and elite sport.
Real-World Impact– No project is ever the same; we work across multiple sectors, providing unique learning and development opportunities internationally.
Fusing Tech & Leadership– We work with the latest technologies and methodologies and offer first class learning programmes at all levels.
Multidisciplinary Teamwork- Our teams include data scientists, engineers, project managers, UX and visual designers who work collaboratively to enhance performance.
Innovative Work Culture– Creativity, insight and passion come from being balanced. We cultivate a modern work environment through an emphasis on wellness, insightful talks and training sessions.
Striving for Diversity– With colleagues from over 40 nationalities, we recognise the benefits of working with people from all walks of life.
Our projects range from helping pharmaceutical companies bring lifesaving drugs to market quicker to optimising a Formula1 car’s performance. At QuantumBlack you have the best of both worlds; all the benefits of being part of one of the leading management consultancies globally and the autonomy to thrive in a fast growth tech culture:
Healthcare Efficiency– We helped a healthcare provider improve their clinical trial practices by identifying congestion in diagnostic testing as a key indicator of admissions breaches.
Environmental Impact– We designed and built the first data-driven application for a state of the art centre of excellence in urban innovation by collecting real-time data from environmental sensors across London and deploying proprietary analytics to find unexpected patterns in air pollution.
Product Development– We worked with the CEO of an elite automotive organisation to reduce the 18-month car development timeframe by improving processes, designs and team structures.
Please submit your CV in English
Visit our Careers site to watch our video and read about our interview processes and benefits
As an equal opportunity employer, QuantumBlack encourages applications from all backgrounds regardless of gender, race, disability, pregnancy, marital status, age, sexual orientation, gender reassignment, religion or belief. We maintain a sense of community rooted in respect and consideration for all employees where any evaluation is based simply upon individual work and team performance.",https://ca.indeed.com/rc/clk?jk=4e5400548e04841b&fccid=6576e7250aa78c3c&vjs=3
149,"Montréal, QC",AlayaCare,Data Scientist,NA,"Do you believe that recent advancements in AI can help patients receive better care in the comfort of their own homes?

Alayalabs is looking for a passionate and experienced Data Scientist who is excited to build useful data-powered decision support tools to help solve problems in the world of homecare. This could range from helping homecare agencies understand trends in their data to building machine learning (ML) models to be used in AlayaCare's core platform.

The Data Scientist's responsibilities include guiding a junior data science team to gain useful insight out of the data, planning projects and building analytics models. The position will also require presenting to clients and CEOs in the industry with your latest research. You should have a strong problem-solving ability and a knack for statistical analysis. If you're also able to align our data products with our business goals, we'd like to meet you. Your ultimate goal will be to help improve our products by leveraging our data.

Responsibilities

Guide team of junior data scientists
Lead data mining and collection procedures
Ensure data quality and integrity
Interpret and analyze data problems
Conceive, plan and prioritize data projects
Build analytic systems and predictive models
Test performance of data-driven products
Visualize data in Looker dashboards and create reports
Experiment with new models and techniques
Align data projects with organizational goals

AlayaLabs will support the candidate with project managers and developers, but the chosen candidate should know how to structure a project and communicate technical specs to a dev team.

About the team

AlayaLabs is a revenue generating, strategic group that helps drive product strategy, and fosters innovation for AlayaCare. Its goal is to build the bridge from what science can deliver, to what concretely allows our clients to become more efficient through the use of our platform.

We do this by leveraging proven and emerging technologies:

Machine Learning
Optimization Algorithms
Natural Language Processing
Computer Vision
Time series analysis
Deep Learning (Neural Networks)
Transfer learning
Optical character recognition
Voice to text transcription

Requirements

Proven experience as a Data Scientist or similar role
Solid understanding of machine learning
Knowledge of data management and visualization techniques
Knowledge of Looker is an asset
A knack for statistical analysis and predictive modeling
Some experience with using NLP models
Good knowledge of Python and MATLAB
Experience with SQL databases
Strong organizational and leadership skills
Excellent communication skills
A business mindset Degree in Computer Science, Data Science, Mathematics or similar field",https://ca.indeed.com/rc/clk?jk=760b08a8f0cede04&fccid=13f7b6c4bb5e093b&vjs=3
150,"Montréal, QC",Hopper,Data Scientist - Lodging Team,NA,"At Hopper, we’re on a mission to make booking travel faster, easier, and more transparent. We are leveraging the power that comes from combining massive amounts of data and machine learning to build the world’s fastest-growing travel app - one that enables our customers to save money and travel more. With over $235M CAD in funding from leading investors in both Canada and the US, Hopper is primed to continue its path toward becoming the go-to way to book travel as the world continues its shift to mobile.

Recognized as the fastest-growing travel app by Forbes and one of the world’s most innovative companies by Fast Company two years in a row, Hopper has been downloaded over 40 million times and has helped travelers plan over 100 million trips and counting. The app has received high praise in the form of mobile accolades such as the Webby Award for Best Travel App of 2019, the Google Play Award for Standout Startup of 2016 and Apple’s App Store Best of 2015.

Take off with us!

THE ROLE
We’re looking for a motivated data scientist and data wrangler to help us capitalize on a variety of key data-centric product opportunities within the lodging business. At Hopper, every dataset tells a story. Do you have what it takes to decipher the clues? bit.ly/2q6U8dq

You might be a great fit for our team if you’re a self-starter who thrives on uncertainty, and who’s passionate about exploring the intersection of real business problems with huge (and often messy) data sets, and finding effective ways to simplify and focus on practical opportunities to deliver value to our customers. To succeed at Hopper you need the talent, drive, and experience to thrive in a highly performing company.

We collect and archive pricing data for hotels and homes pricing from a dozen providers; rich metadata at property, room and user level; as well as sourcing geographic data about property and related context like airports, points of interest, neighborhoods and political boundaries.

Specific challenges include measuring and predicting specific hotel sales performance to drive dynamic pricing; improving our automated sort order; driving re-engagement via collaborative filtering; personalized recommendations based on observed customer behavior; and better leveraging geographic data in search, filtering and recommendation.

IN THIS ROLE, YOU WILL:

Frame and conduct complex exploratory analyses needed to deepen our understanding of Hopper users
Partner with product, engineering and business teams to contribute to product improvements and initiatives
Use machine learning and big data tools on large and complex data sets to enhance our data-driven, personalized travel advice
Create advanced dashboards for product experiment tracking and business unit performance analysis using Amplitude, Tableau and BigQuery/Google sheets.
Find effective ways to simplify and communicate analyses to a non-technical audience.

A PERFECT CANDIDATE HAS:

A degree in Math, Statistics, Computer Science, Engineering or other quantitative disciplines
Extremely strong analytical and problem-solving skills
Proven ability to communicate complex technical work to a non-technical audience
A strong passion for and extensive experience in conducting empirical research and answering hard questions with data
Experience in Pandas, R, SAS or other tools appropriate for large scale data preparation and analysis
Experience with data mining, machine learning, statistical modeling tools and underlying algorithms
Experience with relational databases and SQL, including geographical data
Experience with business reporting tools such as Tableau, Amplitude
Proficiency with Unix/Linux environments

BENEFITS

Well-funded and proven startup with large ambitions, competitive salary and stock options
Dynamic and entrepreneurial team where pushing limits is everyday business
100% employer paid medical, dental, vision, disability and life insurance plans
Access to a 401k (US) or Retirement Savings Plan (Canada)",https://ca.indeed.com/rc/clk?jk=934295737da48042&fccid=71eb96af97fae7e9&vjs=3
